"id","jira_parent_id","candidate_id","project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment"
784,165,3589,66,SPT-15678,7,TECH,React,RUSSIAN,J2,CANCEL,"2022-07-18 07:14:57","2022-07-20 13:00:00",,"Сильные стороны:

Слабые стороны:

"
785,300,873,,SPT-15677,2,TECH,Android,ENGLISH,M2,DONE,"2022-07-18 07:03:16","2022-07-19 07:30:00",75.0,"Сильные стороны: SOLID, MVVM, Coroutines

Слабые стороны: MVP, RxJava2

"
786,333,,488,SPT-15676,1,TECH,dotNET,ENGLISH,,DONE,"2022-07-18 06:59:22","2022-07-22 12:00:00",80.0,"good knowledge and big experience, but missed some features in .NET and topics. I recommend to pass additional tech interview in english

"
787,397,,983,SPT-15675,2,TECH,QAAutomationJava,RUSSIAN,M1,DONE,"2022-07-18 06:36:47","2022-07-18 14:00:00",80.0,"Сильные стороны: автоматизация тестирования ui, java core

Слабые стороны: автоматизация тестирования api, ci/cd, базы данных, отдельные темы в java core, linux, Junit 

"
788,464,,1327,SPT-15672,2,TECH,QAManual,RUSSIAN,M1,DONE,"2022-07-18 06:23:49","2022-07-19 10:10:00",70.0,"Сильные стороны: опыт работы

Слабые стороны: 

"
789,193,12214,922,SPT-15671,2,TECH,React,ENGLISH,M2,DONE,"2022-07-17 20:10:04","2022-07-18 11:00:00",65.0,"Сильные стороны:
What is app optimization?
Optimization tools?
How does browser work?
Core web vitals
What are repaint, reflow?
Critical CSS
Scripts Async/  Defer
Metrics
React Optimization
Critical Path of Rendering
SSR
React optimization
Lazy Loading
useRef vs useState
Redux vs React Context

Слабые стороны:
!!! Нужно больше конкретной информации на каждый из заданных вопросов.
Нужно почитать об инструментах для проверки метрик
Нужно почитать об основных CWV метриках?
NextJS Images
Hydration
"
790,447,,1340,SPT-15669,3,TECH,QAManual,RUSSIAN,,CANCEL,"2022-07-17 17:46:03","2022-07-18 14:00:00",,"Сильные стороны:

Слабые стороны:

"
791,500,4445,983,SPT-15668,2,TECH,QAManual,RUSSIAN,J2,DONE,"2022-07-15 19:02:54","2022-07-18 09:00:00",80.0,"Сильные стороны: Хорошее знание теоретической базы QA, умение развивая свою мысль выйти на нужный ответ в сложных вопросах.

Слабые стороны: Нужно больше уделить внимания практическим заданиям.

"
792,450,,1284,SPT-15667,2,TECH,QAManual,RUSSIAN,,DONE,"2022-07-15 18:58:38","2022-07-18 13:00:00",50.0,"Сильные стороны: Есть базовые знания

Слабые стороны: Приходилось задавать много наводящих вопросов, чтобы начал рассказывать. Много пробелов по знаниям под позицию Ростелеком

"
793,548,10646,,SPT-15666,2,TECH,DevOps,ENGLISH,M3,CANCEL,"2022-07-15 18:34:51","2022-07-18 10:00:00",,"Сильные стороны:

Слабые стороны:

"
794,586,316,675,SPT-15665,3,TECH,Java,RUSSIAN,J2,DONE,"2022-07-15 16:43:22","2022-07-18 10:00:00",75.0,"Сильные стороны: SQL, Java core

Слабые стороны: Hibernate, Spring Boot, микросервисные паттерны.				

"
795,472,7734,66,SPT-15664,2,TECH,BusinessAnalyst,RUSSIAN,J3,DONE,"2022-07-15 15:45:21","2022-07-18 14:00:00",50.0,"Сильные стороны: архитектура, сервисы, синхронное / асинхронное взаимодействие

Слабые стороны: виды МП, алгоритмы, написание SQL-запросов

"
796,286,,154,SPT-15663,3,TECH,React,ENGLISH,,DONE,"2022-07-15 15:37:09","2022-07-18 11:00:00",92.59,"Сильные стороны: js core, knowledge of html, css and general software developing topics

Слабые стороны: CORS

"
797,181,7662,1284,SPT-15662,3,TECH,Java,RUSSIAN,,DONE,"2022-07-15 14:47:02","2022-07-18 12:00:00",90.0,"Дорошенко Роман имеет 2-летний опыт автоматизации в стеке Java+Selenium+RestAssured+Log4J+Allure+MySQL/MongoDB, имеет опыт в нагрузочном тестировании с JMeter. Рекомендации: подготовить пример использования git hooks и stages in Jenkins pipeline, изучить graphQL как альтернативу RestAssured, повторить TestNG parallelisation types и профили в maven                            				"
798,580,112,1218,SPT-15660,1,TECH,Java,ENGLISH,M3,CANCEL,"2022-07-15 14:32:31","2022-07-19 10:00:00",,"Сильные стороны:

Слабые стороны:

"
799,488,7747,1389,SPT-15659,1,TECH,NodeJs,ENGLISH,,DONE,"2022-07-15 14:05:35","2022-07-19 06:00:00",65.0,"Сильные стороны: знания по опрошенным темам

Слабые стороны: мало уверенности, 

"
800,474,3470,195,SPT-15658,1,TECH,React,RUSSIAN,,DONE,"2022-07-15 14:04:37","2022-07-18 14:00:00",55.0,"Сильные стороны: Хорошее понимание асинхронности и основ JS, React.

Слабые стороны: Тяга к ""усложнению"" - задача на алгоритмы была решена неоптимальным способом, а некоторые ответы излишне обширными"
801,493,2552,633,SPT-15656,2,TECH,ProjectManagement,ENGLISH,J3,DONE,"2022-07-15 13:52:50","2022-07-18 13:00:00",40.0,"Сильные стороны: 
- Couple of projects to base examples of experience
- Fluent english 

Слабые стороны:
- Lack of practical examples when answering questions
- Weak self-presentation
"
802,487,,1284,SPT-15655,2,TECH,QAAutomationJava,RUSSIAN,,CANCEL,"2022-07-15 13:49:16","2022-07-18 11:30:00",,"Сильные стороны:

Слабые стороны:

"
803,395,12716,805,SPT-15643,2,TECH,SystemAnalyst,RUSSIAN,M3,DONE,"2022-07-15 12:32:01","2022-07-18 10:00:00",77.27,"Сильные стороны: Большой опыт в сборе и описанию требований, интеграций как по REST, так и SOAP. Использует многие техники и методики при работе с Бизнес-заказчиком. Интересуется и изучает последние подходы и аннотации. 

Слабые стороны: Теоретическое подкрепление (структурирование практического опыта), работа с БД (mySQL) на уровне видо-уроков, без практических кейсов, раскрыть ценность DevOps на проекте. Типы и основные структуры документов.

"
